2026-09-20 00:00	WEAK	dragging the TIMELINE’s divider carries the open ⚙ options pop-up with it (queue 866)	FM.setSideBar is not a function (the seam was new in v16.18, so the reverted side lacked it)
2026-09-23 13:17	WEAK	921 S2 a batch broadcast during the join handshake is kept and replayed, not read and dropped	Cannot read properties of undefined (reading 'invariants')
2026-09-23 13:17	WEAK	921 S2 a persisted guest base answers for the WRITE, not for having asked for one	Cannot read properties of undefined (reading 'persistBase')
2026-09-23 13:17	WEAK	921 S2 leaving an OWNER session ends it — it never duplicates or deletes his own project	C._undoHandover is not a function
2026-09-23 13:31	WEAK	921 S2 detaching a linked copy copies the last edits, not the last autosave	FM.projects.detachLinked is not a function
2026-09-23 13:31	WEAK	921 S2 LoopLink.heal reopens only the side it heals, so a still-cut endpoint never reports itself connected	Cannot read properties of undefined (reading 'LoopLink')
2026-09-23 13:31	WEAK	921 S2 switching project stands the session down BEFORE the scene is torn, not after the load	C._undoHandover is not a function
2026-09-23 13:31	WEAK	921 S2 undo is per person: a changed path is left alone, a delete comes back with its media, a structural step is all-or-nothing, and a pre-session step still undoes	Cannot read properties of undefined (reading '_quiet')
2026-09-23 13:31	WEAK	921 S2 a batch broadcast during the join handshake is kept and replayed, not read and dropped	Cannot read properties of undefined (reading 'invariants')
2026-09-23 13:31	WEAK	921 S2 a persisted guest base answers for the WRITE, not for having asked for one	Cannot read properties of undefined (reading 'persistBase')
2026-09-23 13:31	WEAK	921 S2 leaving an OWNER session ends it — it never duplicates or deletes his own project	C._undoHandover is not a function
2026-09-23 15:03	WEAK	921 S2 detaching a linked copy copies the last edits, not the last autosave	FM.projects.detachLinked is not a function
2026-09-23 15:03	WEAK	921 S2 LoopLink.heal reopens only the side it heals, so a still-cut endpoint never reports itself connected	Cannot read properties of undefined (reading 'LoopLink')
2026-09-23 15:03	WEAK	921 S2 switching project stands the session down BEFORE the scene is torn, not after the load	C._undoHandover is not a function
2026-09-23 15:03	WEAK	921 S2 undo is per person: a changed path is left alone, a delete comes back with its media, a structural step is all-or-nothing, and a pre-session step still undoes	Cannot read properties of undefined (reading '_quiet')
2026-09-23 15:03	WEAK	921 S2 a batch broadcast during the join handshake is kept and replayed, not read and dropped	Cannot read properties of undefined (reading 'invariants')
2026-09-23 15:03	WEAK	921 S2 a persisted guest base answers for the WRITE, not for having asked for one	Cannot read properties of undefined (reading 'persistBase')
2026-09-23 15:03	WEAK	921 S2 leaving an OWNER session ends it — it never duplicates or deletes his own project	C._undoHandover is not a function
2026-09-23 15:26	WEAK	921 S2 detaching a linked copy copies the last edits, not the last autosave	FM.projects.detachLinked is not a function
2026-09-23 15:26	WEAK	921 S2 LoopLink.heal reopens only the side it heals, so a still-cut endpoint never reports itself connected	Cannot read properties of undefined (reading 'LoopLink')
2026-09-23 15:26	WEAK	921 S2 switching project stands the session down BEFORE the scene is torn, not after the load	C._undoHandover is not a function
2026-09-23 15:26	WEAK	921 S2 undo is per person: a changed path is left alone, a delete comes back with its media, a structural step is all-or-nothing, and a pre-session step still undoes	Cannot read properties of undefined (reading '_quiet')
2026-09-23 15:26	WEAK	921 S2 a batch broadcast during the join handshake is kept and replayed, not read and dropped	Cannot read properties of undefined (reading 'invariants')
2026-09-23 15:26	WEAK	921 S2 a persisted guest base answers for the WRITE, not for having asked for one	Cannot read properties of undefined (reading 'persistBase')
2026-09-23 15:26	WEAK	921 S2 leaving an OWNER session ends it — it never duplicates or deletes his own project	C._undoHandover is not a function
2026-09-24 12:56	WEAK	921 S8r a relay floods no more decrypts than a room could honestly be spoken to: junk to the hub is dropped unopened past a budget, and an honest offer before it is still heard	R._deliver is not a function
2026-09-24 12:56	WEAK	921 S8r an old invite link that nobody answers names the reset as a reason — not only “their device isn’t answering”	§22’s relay sentences are not reachable (FM.collab.ui._relayError)
2026-09-24 12:56	WEAK	921 S8r “Most people at once” holds after the knock: two knocks that each saw one place left cannot both be let in	ui._room is not a function
2026-09-24 12:56	WEAK	921 S8r the short code on an open Share panel is the code that works — never replaced behind the screen — and its half hour starts when the panel closes	ui._room is not a function
2026-09-24 13:42	WEAK	921 S8r a relay floods no more decrypts than a room could honestly be spoken to: junk to the hub is dropped unopened past a budget, and an honest offer before it is still heard	R._deliver is not a function
2026-09-24 13:42	WEAK	921 S8r an old invite link that nobody answers names the reset as a reason — not only “their device isn’t answering”	§22’s relay sentences are not reachable (FM.collab.ui._relayError)
2026-09-24 13:42	WEAK	921 S8r “Most people at once” holds after the knock: two knocks that each saw one place left cannot both be let in	ui._room is not a function
2026-09-24 13:42	WEAK	921 S8r the short code on an open Share panel is the code that works — never replaced behind the screen — and its half hour starts when the panel closes	ui._room is not a function
2026-09-24 23:44	WEAK	915.5Br a reused VIDEO is stored as a pointer that says video, and reopens as a playing video, not blank	the shared copy lib:m_mufpc83xla1xy6 is nothing of kind undefined, not the video
2026-09-25 09:48	WEAK	690 the export limiter keeps every sample under the ceiling, never jumps its gain at a block seam, and leaves the song away from an over untouched	FM._limitMix is not exposed — the mix limiter cannot be driven directly
2026-09-26 06:30	RESOLVED	915.3 a project duplicate that could not be written says so and leaves no empty copy	mutation 26 Sep (seam kept): js/storage.js duplicateFrom (line ~2414): dropped the check on the new document's write, so `if (!writeJSON('fm.proj.' + nid, …)) return null;` became a bare `writeJSON('fm.proj.' + nid, …);`. A refused write is ignored and the copy is still indexed. duplicate -> fails as: 915.3 a project duplicate that could not be written says so and leaves no empty copy — with no room for the copy's document, duplicate() returned true — the bulk bar counts anything but false as done 
2026-09-26 06:30	RESOLVED	915.5Br a reused VIDEO is stored as a pointer that says video, and reopens as a playing video, not blank	mutation 26 Sep (seam kept): js/storage.js idbPutPointer (line ~246): the pointer record's kind was set to the constant 'image' instead of ptr.kind (`st.put({ ref: ptr.ref, kind: 'image', rev: … }, id)`). The pointer is still written in the same transaction with the same {ref,kind,rev} sh -> fails as: 915.5Br a reused VIDEO is stored as a pointer that says video, and reopens as a playing video, not blank — 2 of 2 reused video clips are stored as {ref,kind,rev} of kind image, {ref,kind,rev} of kind 
2026-09-26 06:30	RESOLVED	690 the export limiter keeps every sample under the ceiling, never jumps its gain at a block seam, and leaves the song away from an over untouched	mutation 26 Sep (seam kept): js/exporter.js limitMix (line ~450): removed the one-attack look-ahead past each block end by changing `e = Math.min(n, b1 + A)` to `e = b1`. The limiter still limits every over inside its own block and returns {low, peak}, but an over just past a seam can no  -> fails as: 690 the export limiter keeps every sample under the ceiling, never jumps its gain at a block seam, and leaves the song away from an over untouched — the limiter gain jumped 0.0368 more than its slope 
2026-09-26 06:30	RESOLVED	921 S0 sanitizers keep a valid uid, drop an invalid one, uid-less output byte-identical	mutation 26 Sep (seam kept): js/storage.js keepUid's rule (line ~995): UID_RE `/^[a-z0-9]{4,16}$/` became `/^[a-z0-9]{4,16}$/i` (case-insensitive). keepUid, _keepUid and _sanitizeLayers are unchanged; an uppercase uid from an untrusted file now gets through. -> fails as: 921 S0 sanitizers keep a valid uid, drop an invalid one, uid-less output byte-identical — the sanitiser kept uid "ABC12345" — only 4-16 lowercase alphanumerics may survive, or a crafted file writes wh
2026-09-26 06:30	RESOLVED	921 S0 nothing leaves the device, and solo undo still restores byte-for-byte	mutation 26 Sep (seam kept): js/history.js restore() (line ~46): `FM.scene.layers = s.layers;` changed to `FM.scene.layers = s.layers.concat(FM.scene.layers.filter(l => !s.layers.some(x => x.id === l.id)));`, so undo puts the snapshot's layers back but keeps any layer added since. Second  -> fails as: Mutation A: "one undo did not put the document back byte-for-byte with collab absent. before: {...\"duration\":2...} after: {...\"duration\":5...}". Mutation B: "editing, undo, the export dialog and H
2026-09-26 06:30	RESOLVED	921 S2 detaching a linked copy copies the last edits, not the last autosave	mutation 26 Sep (seam kept): js/storage.js detachLinked() (line ~2528): deleted `if (gpid === curId() && FM.storage && FM.storage.flushSync) FM.storage.flushSync();`. detachLinked, flushSync and duplicateFrom all still exist; the only change is that the in-memory edit is not flushed befor -> fails as: "the detached copy holds []: it was built from the last debounced autosave, and the project that still held the newer work was then deleted — silently, and with nothing left to recover it from"
2026-09-26 06:30	RESOLVED	921 S2 LoopLink.heal reopens only the side it heals, so a still-cut endpoint never reports itself connected	mutation 26 Sep (seam kept): js/collab-link.js LoopLink heal() (line ~152): `if (ep.open || wire.down[ep.self]) return;` changed to `if (ep.open) return;`, so heal(tag) reopens every closed endpoint even when that endpoint's own side is still partitioned. heal and partition keep their nam -> fails as: "healing \"a\" also reopened b (open=true, onopen fired 1 time(s)) — b is still cut, so pump() goes on silently discarding everything addressed to it while the session on that end fires onopen..."
2026-09-26 06:30	RESOLVED	921 S2 switching project stands the session down BEFORE the scene is torn, not after the load	26 Sep: the test itself was dead — its load() wrapper recorded the cleanup's reopen, not the switch; now records the first call and comes off after the switch (test fix ships with v16.98). Mutation: the onReset({force:true}) line in projects.open deleted -> fails as: the session was still attached when projects.open() began awaiting storage.load()
2026-09-26 06:30	RESOLVED	921 S2 undo is per person: a changed path is left alone, a delete comes back with its media, a structural step is all-or-nothing, and a pre-session step still undoes	mutation 26 Sep (seam kept): js/collab-session.js runStep (~line 1064): changed `if (eq(cur, rec.after)) { keepOps.push(op); ... }` to `if (true || eq(cur, rec.after)) ...`. Undo now reverts a set/delete path even when a peer has changed it since. All seams are kept. -> fails as: undo reverted a value Sam had changed since (now "A") — his rule for this feature is that undo only undoes your own changes
2026-09-26 06:30	RESOLVED	921 S2 a batch broadcast during the join handshake is kept and replayed, not read and dropped	mutation 26 Sep (seam kept): js/collab-session.js C.join onmessage (~line 1760): replaced `early.push({ ch: ch, msg: msg });` with `void ch;`. Non-welcome/snap messages that arrive during the handshake are now read and dropped. The early array and the replay loop still exist. -> fails as: the guest's base says "before" — the join handler knows welcome, refused and snap, and everything else fell off the end of it
2026-09-26 06:30	RESOLVED	921 S2 a persisted guest base answers for the WRITE, not for having asked for one	mutation 26 Sep (seam kept): js/collab-bridge.js persistBase (~line 268): wrapped the collabPut call as `Promise.resolve(FM.storage.collabPut(...)).then(function () { return true; })`. It still returns a promise and still writes to the same key, but it reports success whatever the write d -> fails as: persistBase reported success for a write that failed
2026-09-26 06:30	RESOLVED	921 S2 leaving an OWNER session ends it — it never duplicates or deletes his own project	mutation 26 Sep (seam kept): js/collab-session.js C.leave (~lines 1842 and 1847). Mutation 1: `if (s.isOwner) {...}` → `if (false && s.isOwner) {...}`; it SURVIVED. Mutation 2 recreated the pre-fix path: the owner guard off AND the linked-copy guard `if (!card || !card.collab)` weakened t -> fails as: leave() on an owner answered "p_muh74xok6m0yt" — the only meaning that value has is "his copy became his", which is a guest's question (i.e. detachLinked duplicated his project and returned the new pi
2026-09-26 06:30	RESOLVED	921 S8r a relay floods no more decrypts than a room could honestly be spoken to: junk to the hub is dropped unopened past a budget, and an honest offer before it is still heard	mutation 26 Sep (seam kept): js/collab-signal.js:1299 (envToken) — `if (b.tokens < 1) return false;` changed to `if (b.tokens < -Infinity) return false;` so the per-room token bucket never refuses; envToken, openIn, deliver, Rendezvous and openEnvelope all still exist and behave the same  -> fails as: 400 junk envelopes on the hub topic cost the owner 4004 AES-GCM decrypts (10 member keys each) — anybody on a public broker can keep his phone decrypting at the broker’s line rate
2026-09-26 06:30	RESOLVED	921 S8r an old invite link that nobody answers names the reset as a reason — not only “their device isn’t answering”	mutation 26 Sep (seam kept): js/collab-ui.js:2996 (relayError, no-host + kind 'link' branch) — removed the clause “If they reset the link or removed someone, the old link stopped working — ask … for the new one.” so the sentence reads only “X’s device isn’t answering. Ask them to open the -> fails as: an invite link that is never answered says only: “Ezra’s device isn’t answering. Ask them to open the project in FreeMotion, then try again.” — after Reset or a Remove the old link reaches nobody…
2026-09-26 06:30	RESOLVED	921 S8r “Most people at once” holds after the knock: two knocks that each saw one place left cannot both be let in	mutation 26 Sep (seam kept): js/collab-ui.js:1708 — the recount after “Let in”, `if (!backNow && s.peerIds().length + 1 >= maxPeople()) return deny('full');`, changed to `if (false && …)`; the pre-knock size check at line 1688, maxPeople(), U.knock and the rest of the admit path are uncha -> fails as: two knocks were both let in to a room of two (3 people) — each passed the size check before its card was shown
2026-09-26 06:30	RESOLVED	921 S8r the short code on an open Share panel is the code that works — never replaced behind the screen — and its half hour starts when the panel closes	mutation 26 Sep (seam kept): js/collab-ui.js:1539 (armCodeLapse timer) — `touchCode()` changed to `showCode()` (the pre-fix behaviour), so the lapsed code is re-minted behind an open panel; both functions and U._codeTtl, U._room, U._relay are kept -> fails as: with the Share panel open, the code was replaced behind the screen: it shows SY8-3D4-FVR while the room is now ZQX-51C-X6S — the next redraw swaps it under the eyes of everybody who wrote it down
2026-09-26 07:01	WEAK	921 S0 nothing leaves the device, and solo undo still restores byte-for-byte	2 of the 11 collab seams are missing or no longer guarded: history.undo delegates · history.redo delegates — a seam that was dropped fires nothing and says n
